CircRNA,MDA-MB-231,MCF-7,averange,Chromosome,CircStart,CircEnd,Strand,Spliced seq length,Best transcript,Gene Symbol
hsa_circ_0057971,189.4991,87.26467,,chr2,209130990,209136415,+,330,ENST00000392202,PIKFYVE
hsa_circ_0116913,7173.465,4605.33,,chr2,10263862,10263979,+,117,ENST00000360566,RRM2
hsa-circRNA12760-29,120.7438,78.48229,,chr2,166747347,166769134,-,890,ENST00000243344,TTC21B
hsa_circ_0058470,628.7836,261.8917,,chr2,224760220,224763787,-,240,ENST00000233055,WDFY1
hsa_circ_0121069,6.608548,11.71654,,chr2,84774391,84822913,+,1938,ENST00000389394,DNAH6
hsa_circ_0054032,2175.595,866.0764,,chr2,37088274,37121176,-,874,ENST00000263918,STRN
hsa_circ_0120875,23.43803,139.7419,,chr2,7137046,7170346,+,758,ENST00000320892,RNF144A
hsa_circ_0121218,492.3419,172.5854,,chr2,9661331,9663467,-,204,ENST00000310823,ADAM17
hsa_circ_0058344,1537.383,755.5141,,chr2,220073293,220073771,+,141,ENST00000289528,ZFAND2B
hsa_circ_0056995,130.9027,84.80108,,chr2,170843154,170850966,+,284,ENST00000272793,UBR3
hsa_circ_0054923,576.2393,760.2434,,chr2,63540382,63609229,-,377,ENST00000409354,WDPCP
hsa_circ_0054690,468.1309,524.1714,,chr2,61121531,61147244,+,769,ENST00000295025,REL
hsa-circRNA4413,85.66282,989.5397,,chr2,42282080,42284534,+,362,ENST00000294964,PKDCC
hsa-circRNA4789-2,224.4193,30.88458,,chr2,214174782,214354814,+,791,ENST00000331683,SPAG16
hsa_circ_0118572,21.92485,11.61218,,chr2,200233327,200301141,-,67814,ENST00000417098,SATB2
hsa-circRNA12431-21,3865.106,3420.076,,chr2,25610157,25611230,-,250,ENST00000496972,DTNB
hsa_circ_0117197,318.9203,208.5794,,chr2,120885263,120925583,+,798,ENST00000263713,EPB41L5
hsa_circ_0120011,233.7617,76.72253,,chr2,39492343,39514105,-,662,ENST00000263881,MAP4K3
hsa_circ_0056040,15309.59,4341.14,,chr2,111423839,111431942,-,931,ENST00000409311,BUB1
hsa-circRNA4335,46.44654,34.84433,,chr2,12698331,12698570,+,239,ENST00000412294,-
hsa_circ_0118234,5.486437,38.26945,,chr2,180584589,180593013,-,8424,ENST00000410066,ZNF385B
hsa_circ_0058552,4039.968,2234.653,,chr2,230659894,230664099,-,762,ENST00000283943,TRIP12
hsa_circ_0117979,155.8291,20.83056,,chr2,169622101,169622855,+,181,ENST00000392687,CERS6
hsa_circ_0117000,8425.742,9166.06,,chr2,109804234,109804343,+,109,ENST00000418513,SH3RF3
hsa_circ_0120744,35.94778,18.95643,,chr2,64139478,64193100,-,2133,ENST00000409558,VPS54
hsa_circ_0119690,5303.821,5059.432,,chr2,27822449,27826174,+,659,ENST00000379717,ZNF512
hsa-circRNA4510-5,240.4314,283.6043,,chr2,75094762,75099546,+,269,ENST00000290573,HK2
hsa_circ_0052972,73.5453,102.0909,,chr2,24300302,24302510,-,526,ENST00000335934,TP53I3
hsa_circ_0004643,1249.775,1342.284,,chr2,72786581,72802797,-,246,ENST00000272427,EXOC6B
hsa-circRNA4391-34,1290.545,579.3241,,chr2,32889369,32889534,+,165,ENST00000317907,TTC27
hsa_circ_0117978,22.51081,40.7115,,chr2,169615657,169616058,+,401,ENST00000305747,CERS6
hsa_circ_0118512,8.308089,23.64372,,chr2,197863060,197866564,-,401,ENST00000424317,ANKRD44
hsa_circ_0117307,1144.417,1264.574,,chr2,128928778,128931513,+,429,ENST00000375990,UGGT1
hsa_circ_0117775,129.8785,70.69013,,chr2,160242863,160252345,-,462,ENST00000392782,BAZ2B
hsa_circ_0056849,104.6966,44.64176,,chr2,160623794,160625084,+,1290,ENST00000409175,7-Mar
hsa-circRNA4580-45,11849.57,6036.697,,chr2,108479137,108482781,+,400,ENST00000354986,RGPD4
hsa_circ_0118418,569.8295,270.4661,,chr2,192194660,192211008,+,247,ENST00000339514,MYO1B
hsa_circ_0055630,8195.901,6798.699,,chr2,96905450,96906426,+,976,ENST00000432267,-
hsa_circ_0057145,3154.779,2349.781,,chr2,175957788,175986268,-,1083,ENST00000345739,ATF2
hsa_circ_0056276,831.2426,792.264,,chr2,120857819,120858390,+,159,ENST00000263713,EPB41L5
hsa_circ_0053890,91.67889,21.58143,,chr2,33335648,33500157,+,2006,ENST00000404816,LTBP1
hsa_circ_0004924,465.3283,419.4704,,chr2,242343242,242357524,+,588,ENST00000264042,FARP2
hsa_circ_0056744,146.8833,55.85879,,chr2,153519116,153525784,-,692,ENST00000410080,PRPF40A
hsa_circ_0053030,781.187,1182.352,,chr2,25610157,25705742,-,824,ENST00000496972,DTNB
hsa-circRNA4331-11,28.68433,1103.158,,chr2,11761030,11765438,+,262,ENST00000381486,GREB1
hsa_circ_0118932,3584.244,1716.702,,chr2,208461637,208462207,+,570,ENST00000430624,CREB1
hsa_circ_0058721,943.3781,1409.354,,chr2,233562014,233677201,+,2444,ENST00000373566,GIGYF2
hsa_circ_0056033,502.7748,237.4616,,chr2,111395408,111435684,-,3502,ENST00000409311,BUB1
hsa_circ_0001124,251.7839,108.1947,,chr2,242644067,242651486,+,445,ENST00000313552,ING5
hsa_circ_0052433,288.3558,214.2339,,chr2,1635658,1642750,-,2684,ENST00000252804,PXDN
hsa_circ_0118698,437.428,566.9699,,chr2,203589639,203591086,+,207,ENST00000303116,FAM117B
hsa_circ_0121001,458.7514,2771.72,,chr2,75348054,75350093,+,2039,ENST00000305249,TACR1
hsa_circ_0119235,4498.22,2661.93,,chr2,225342916,225346795,-,333,ENST00000264414,CUL3
hsa_circ_0057228,11.31112,55.03408,,chr2,179730493,179737039,-,825,ENST00000420890,CCDC141
hsa_circ_0057499,275.7537,364.8615,,chr2,191371618,191399468,-,3637,---,MFSD6
hsa_circ_0056264,73.29119,110.7362,,chr2,120776652,120799686,+,293,ENST00000263713,EPB41L5
hsa_circ_0055024,268.6274,9.891413,,chr2,68740679,68772444,+,797,ENST00000303795,APLF
hsa_circ_0117864,377.9857,562.1097,,chr2,163279845,163292080,-,12235,ENST00000332142,KCNH7
hsa_circ_0053469,1096.659,834.0651,,chr2,32602655,32756618,+,11966,ENST00000421745,BIRC6
hsa_circ_0052933,160.0929,161.8289,,chr2,23971533,24046439,-,5940,ENST00000238789,ATAD2B
hsa_circ_0058648,437.6136,965.5459,,chr2,232087440,232104754,+,375,ENST00000349938,ARMC9
hsa_circ_0053141,727.6634,747.5809,,chr2,27355470,27356589,-,617,ENST00000260643,PREB
hsa-circRNA12483-38,540.6556,169.4239,,chr2,43805651,43809067,-,283,ENST00000405975,THADA
hsa_circ_0056198,11843.73,6228.636,,chr2,114691855,114713283,+,729,ENST00000263238,ACTR3
hsa_circ_0055317,963.3795,1006.499,,chr2,74652001,74652882,+,525,ENST00000348227,WDR54
hsa-circRNA12727-5,934.3297,317.5911,,chr2,152131997,152139468,-,640,ENST00000243346,NMI
hsa_circ_0058526,8078.922,8755.499,,chr2,228395806,228395926,+,120,ENST00000409979,AGFG1
hsa_circ_0119284,138.5528,9.201457,,chr2,229889422,229890824,-,1402,ENST00000392054,PID1
hsa_circ_0116938,2523.558,1901.8,,chr2,106746129,106761826,-,286,ENST00000283148,UXS1
hsa-circRNA12514-5,1631.691,3430.429,,chr2,56097854,56098258,-,320,ENST00000394555,EFEMP1
hsa_circ_0119355,530.3713,290.8069,,chr2,233651863,233660935,+,9072,ENST00000373566,GIGYF2
hsa_circ_0056431,4608.84,3107.928,,chr2,128922303,128939864,+,1419,ENST00000375990,UGGT1
hsa_circ_0055847,413.3156,633.4123,,chr2,100055062,100081447,-,1223,ENST00000393445,REV1
hsa_circ_0055127,92.91749,88.82239,,chr2,70523107,70528112,-,1643,ENST00000460307,FAM136A
hsa-circRNA4736-16,419.4758,615.6213,,chr2,196548422,196571509,+,378,ENST00000409086,SLC39A10
hsa-circRNA4634-2,3797.183,2981.251,,chr2,132258753,132266181,+,407,ENST00000415574,-
hsa_circ_0058333,1397.093,1416.304,,chr2,220039499,220039830,-,250,ENST00000360507,CNPPD1
hsa_circ_0117659,134.462,18.49602,,chr2,153206707,153206921,+,214,ENST00000288670,FMNL2
hsa_circ_0117519,5.379864,4.563864,,chr2,145075045,145078269,-,3224,ENST00000467352,GTDC1
hsa_circ_0119624,1790.266,1576.193,,chr2,25972764,25972912,+,148,ENST00000435504,ASXL2
hsa-circRNA12849-10,677.539,113.5333,,chr2,202631951,202633668,-,235,ENST00000264276,ALS2
hsa_circ_0120689,380.107,221.9551,,chr2,61753554,61761038,-,234,ENST00000401558,XPO1
hsa_circ_0055953,5.685948,73.79691,,chr2,107446521,107450602,-,375,ENST00000361686,ST6GAL2
hsa_circ_0057697,451.2755,428.5916,,chr2,200823990,200824603,+,199,ENST00000295079,C2orf47
hsa_circ_0058402,11110.07,11089.05,,chr2,220427123,220433046,-,1941,ENST00000465149,OBSL1
hsa_circ_0120442,68.10491,86.90735,,chr2,55785910,55818831,-,32921,ENST00000272313,SMEK2
hsa_circ_0119936,244.2592,134.4055,,chr2,37463238,37475569,+,12331,ENST00000455230,NDUFAF7
hsa_circ_0052987,2459.047,674.4732,,chr2,24524833,24538093,-,964,ENST00000361999,ITSN2
hsa_circ_0053090,420.0989,172.9102,,chr2,26597907,26606215,+,158,ENST00000260585,EPT1
hsa_circ_0053084,1201.552,1224.794,,chr2,26506984,26507072,+,88,ENST00000317799,HADHB
hsa_circ_0053251,1383.556,2276.357,,chr2,27597555,27599994,+,1210,ENST00000440760,SNX17
hsa-circRNA4451-20,154.412,92.56756,,chr2,61300592,61304293,+,333,ENST00000482513,KIAA1841
hsa_circ_0053418,286.5614,213.712,,chr2,32352016,32353548,+,147,ENST00000345662,SPAST
hsa-circRNA12425,2312.924,1236.23,,chr2,24427113,24431188,-,341,ENST00000361999,ITSN2
hsa-circRNA4642-14,616.0508,263.9914,,chr2,135878388,135892889,+,906,ENST00000264158,RAB3GAP1
hsa_circ_0120478,1543.325,998.3414,,chr2,58275961,58316858,+,548,ENST00000435505,VRK2
hsa_circ_0056348,1389.043,905.7999,,chr2,128252447,128253724,-,234,ENST00000295321,IWS1
hsa_circ_0120628,382.4191,182.0451,,chr2,61552509,61577828,-,1762,ENST00000398571,USP34
hsa_circ_0056853,91.94497,466.6585,,chr2,160833794,160885474,-,1560,ENST00000283243,PLA2R1
hsa_circ_0119476,787.9004,787.2859,,chr2,24181170,24205903,+,556,ENST00000446425,UBXN2A
hsa_circ_0053357,9675.874,4903.907,,chr2,29149333,29150566,+,219,ENST00000407426,WDR43
hsa_circ_0052444,1487.805,1366.556,,chr2,1664652,1687923,-,1421,ENST00000252804,PXDN
hsa-circRNA12500-20,726.4026,492.3804,,chr2,48035467,48035566,-,99,ENST00000434234,FBXO11
hsa_circ_0053523,541.3105,253.2502,,chr2,32626530,32656158,+,1991,ENST00000421745,BIRC6
hsa_circ_0120666,1356.609,795.5648,,chr2,61715299,61729445,-,2012,ENST00000401558,XPO1
hsa-circRNA12685-5,1841.449,884.4003,,chr2,118715940,118732856,-,348,ENST00000319432,CCDC93
hsa_circ_0054146,321.4643,541.0652,,chr2,38903053,38917036,+,444,ENST00000272252,GALM
hsa-circRNA12412-47,2944.21,2353.681,,chr2,15319111,15319240,-,129,ENST00000441750,NBAS
hsa_circ_0118204,71.77589,371.3019,,chr2,179455844,179465394,+,9550,ENST00000419746,-
hsa_circ_0121236,6689.891,4281.699,,chr2,97519137,97520178,-,308,ENST00000443120,ANKRD39
hsa_circ_0120186,1002.381,623.6925,,chr2,47693796,47708010,+,1124,ENST00000233146,MSH2
hsa-circRNA12910-7,417.502,581.3664,,chr2,225739382,225739468,-,86,ENST00000409592,DOCK10
hsa_circ_0119712,129.1753,136.9564,,chr2,29073193,29075365,-,397,ENST00000306108,TRMT61B
hsa_circ_0054720,1522.166,669.2143,,chr2,61416044,61459667,-,3001,ENST00000411912,USP34
hsa_circ_0054405,140.614,179.57,,chr2,44395999,44458611,+,3042,ENST00000409895,PPM1B
hsa_circ_0056181,573.4038,1018.727,,chr2,114489160,114513121,-,945,ENST00000245680,SLC35F5
hsa-circRNA12487-109,853.762,434.9057,,chr2,44187679,44209573,-,1433,ENST00000260665,LRPPRC
hsa_circ_0057937,10.57495,72.40047,,chr2,207422150,207459629,+,1314,ENST00000264377,ADAM23
hsa_circ_0121049,3755.158,1381.182,,chr2,80414825,80415397,-,572,ENST00000466387,CTNNA2
hsa-circRNA12463-10,1692.234,889.2745,,chr2,37094956,37105170,-,361,ENST00000263918,STRN
hsa_circ_0057314,2433.063,1264.549,,chr2,187487065,187529945,+,1850,ENST00000261023,ITGAV
hsa_circ_0118222,131.7425,228.4878,,chr2,180008318,180036960,-,594,ENST00000428443,SESTD1
hsa_circ_0120087,676.5389,216.7622,,chr2,43712372,43735919,-,462,ENST00000330266,THADA
hsa-circRNA4705-1,309.6268,106.3263,,chr2,178307134,178362493,+,653,ENST00000264167,AGPS
hsa_circ_0053258,1295.346,902.4136,,chr2,27604060,27607955,-,1637,ENST00000344034,PPM1G
hsa_circ_0004465,94.71354,155.6857,,chr2,238234202,238250804,-,1825,ENST00000295550,COL6A3
hsa_circ_0118316,14.31937,4.667094,,chr2,186689160,186697973,+,8813,ENST00000343098,FSIP2
hsa_circ_0053348,7557.226,3155.158,,chr2,29136934,29137074,+,140,ENST00000407426,WDR43
hsa_circ_0053446,804.6319,1284.519,,chr2,32602655,32664754,+,3485,ENST00000421745,BIRC6
hsa_circ_0055891,604.3922,1010.02,,chr2,101656639,101656847,-,208,ENST00000376840,TBC1D8
hsa-circRNA12412-61,576.8771,825.9805,,chr2,15415607,15468436,-,1377,ENST00000441750,NBAS
hsa_circ_0057742,52.46705,14.67952,,chr2,201881713,201910316,-,461,ENST00000418596,FAM126B
hsa-circRNA4835-2,300.1856,542.9224,,chr2,231120166,231152681,+,561,ENST00000486687,SP140
hsa_circ_0057520,546.5857,225.8395,,chr2,191760329,191788709,+,714,ENST00000320717,GLS
hsa_circ_0117441,195.9879,352.4962,,chr2,141200072,141215220,-,789,ENST00000389484,LRP1B
hsa_circ_0057893,231.9453,370.4233,,chr2,206057928,206305396,+,1020,ENST00000406610,PARD3B
hsa-circRNA12500-19,153.3476,123.645,,chr2,48061926,48063140,-,214,ENST00000402508,FBXO11
hsa_circ_0121070,8.646819,15.52818,,chr2,84821095,84822913,+,258,ENST00000389394,DNAH6
hsa_circ_0058125,7452.229,415.2733,,chr2,216270960,216279681,-,1167,ENST00000421182,FN1
hsa-circRNA4827-25,1679.852,1659.98,,chr2,223773450,223787867,+,1192,ENST00000357430,ACSL3
hsa_circ_0058089,1749.203,134.0457,,chr2,216236831,216289048,-,5205,ENST00000421182,FN1
hsa_circ_0054039,696.6168,400.9655,,chr2,37129726,37143294,-,321,ENST00000263918,STRN
hsa-circRNA4601-7,4795.193,2116.74,,chr2,114684921,114688973,+,207,ENST00000263238,ACTR3
hsa_circ_0055476,3552.87,2867.316,,chr2,86335472,86362110,+,1674,ENST00000254630,PTCD3
hsa_circ_0117870,5.429505,19.43096,,chr2,163279845,163361167,-,1241,ENST00000332142,KCNH7
hsa-circRNA4390-51,187.1584,95.98109,,chr2,32660563,32679010,+,1344,ENST00000421745,BIRC6
hsa-circRNA4392-62,3873.256,4245.724,,chr2,33534500,33572577,+,519,ENST00000404816,LTBP1
hsa_circ_0054747,4257.877,8525.067,,chr2,61441194,61456130,-,1483,ENST00000411912,USP34
hsa-circRNA4765-13,617.5801,741.1885,,chr2,203914536,203942560,+,541,ENST00000497505,NBEAL1
hsa-circRNA12693-5,819.4961,909.6579,,chr2,128075204,128075893,-,281,ENST00000409947,MAP3K2
hsa_circ_0055060,1407.993,1142.987,,chr2,69581620,69597240,-,570,ENST00000357308,GFPT1
hsa_circ_0118036,925.3238,1021.91,,chr2,170780438,170806575,+,1679,ENST00000272793,UBR3
hsa_circ_0117041,125.9123,65.18572,,chr2,113304588,113317151,+,1435,ENST00000263331,POLR1B
hsa_circ_0120185,194.6945,100.1445,,chr2,47690169,47710111,+,19942,ENST00000233146,MSH2
hsa-circRNA4842-31,806.7418,882.1332,,chr2,233028168,233028342,+,174,ENST00000273009,DIS3L2
hsa_circ_0057677,2503.909,2111.641,,chr2,198358880,198360100,-,273,ENST00000388968,HSPD1
hsa_circ_0057077,4250.772,2131.679,,chr2,172823363,172823470,+,107,ENST00000412731,HAT1
hsa-circRNA12677-65,7064.959,2026.579,,chr2,111419158,111419418,-,260,ENST00000535254,BUB1
hsa-circRNA4586-11,2276.084,352.8915,,chr2,112838633,112847295,+,440,ENST00000283206,TMEM87B
hsa-circRNA12880-17,557.0591,1873.267,,chr2,218745620,218771974,-,1201,ENST00000171887,TNS1
hsa-circRNA4796-10,12306.1,6997.382,,chr2,219103386,219114187,+,509,ENST00000315717,ARPC2
hsa_circ_0056485,66.87407,26.9221,,chr2,131862419,131897848,+,1092,ENST00000409158,PLEKHB2
hsa_circ_0054792,141.7106,128.8272,,chr2,61472344,61566613,-,4011,ENST00000398571,USP34
hsa_circ_0054599,276.8142,82.9888,,chr2,55439808,55439942,-,134,ENST00000407122,CLHC1
hsa-circRNA4392-14,401.8123,318.074,,chr2,33359859,33447218,+,843,ENST00000404816,LTBP1
hsa_circ_0057883,183.8117,178.971,,chr2,205550903,205830046,+,274,ENST00000415947,PARD3B
hsa-circRNA12692,41.03459,54.33413,,chr2,128065409,128066156,-,747,ENST00000409947,MAP3K2
hsa_circ_0056397,12938.95,8699.582,,chr2,128767842,128772488,-,362,ENST00000357702,SAP130
hsa_circ_0054351,997.1312,451.8648,,chr2,44145163,44204191,-,2557,ENST00000260665,LRPPRC
hsa_circ_0055289,206.3386,217.3595,,chr2,74489263,74590554,-,21229,ENST00000451608,RP11-287D1.3
hsa_circ_0056949,19.80249,28.63595,,chr2,170097497,170101442,-,855,ENST00000263816,LRP2
hsa_circ_0117080,272.6812,369.8688,,chr2,114489160,114508145,-,712,ENST00000245680,SLC35F5
hsa_circ_0052451,560.1603,460.6517,,chr2,1677414,1696906,-,818,ENST00000252804,PXDN
hsa_circ_0121298,3867.238,3666.582,,chr2,99811578,99812219,+,258,ENST00000424491,C2orf15
hsa_circ_0055595,107.3527,139.3159,,chr2,96068447,96078879,+,1298,---,FAHD2A
hsa_circ_0119291,687.7706,308.6707,,chr2,230341855,230377652,-,268,ENST00000341772,DNER
hsa_circ_0058605,211.7708,93.29702,,chr2,231249938,231261513,+,494,ENST00000444636,SP140L
hsa_circ_0119808,1017.29,434.2075,,chr2,32664575,32679022,+,14447,ENST00000421745,BIRC6
hsa-circRNA4390-575,1450.654,434.3044,,chr2,32749954,32800433,+,1732,ENST00000421745,BIRC6
hsa-circRNA12872-5,3323.32,409.7387,,chr2,216236631,216244040,-,1112,ENST00000421182,FN1
hsa-circRNA12641-12,184.6622,73.60124,,chr2,97529662,97533660,-,1367,ENST00000305476,SEMA4C
hsa_circ_0057730,2591.649,3115.486,,chr2,201757968,201760113,+,290,ENST00000416651,NIF3L1
hsa_circ_0054997,81.56539,167.9321,,chr2,66668545,66739426,+,456,ENST00000560281,MEIS1
hsa_circ_0052901,54.63456,199.9348,,chr2,21236031,21245914,-,1612,ENST00000233242,APOB
hsa_circ_0117176,263.5698,221.8936,,chr2,120689999,120702816,+,445,ENST00000263708,PTPN4
hsa_circ_0057688,9623.194,6598.373,,chr2,200193420,200193633,-,213,ENST00000417098,SATB2
hsa_circ_0058808,2923.649,4610.105,,chr2,236715882,236715975,+,93,ENST00000409457,AGAP1
hsa_circ_0117757,210.3136,90.40389,,chr2,159515743,159516228,+,485,ENST00000426248,PKP4
hsa-circRNA12883-45,94.93352,95.19592,,chr2,219324512,219339608,-,600,ENST00000258399,USP37
hsa-circRNA12483-54,1543.28,923.8361,,chr2,43732760,43735919,-,247,ENST00000330266,THADA
hsa_circ_0052549,874.2179,533.7112,,chr2,9572639,9599747,+,1445,ENST00000238112,CPSF3
hsa-circRNA4460-13,2569.392,1530.689,,chr2,64778576,64812679,+,2611,ENST00000238856,AFTPH
hsa-circRNA12863-4,367.0532,1392.931,,chr2,209108150,209110148,-,284,ENST00000345146,IDH1
hsa-circRNA4659-5,829.7816,372.2306,,chr2,152293754,152299843,+,433,ENST00000444746,RIF1
hsa_circ_0118794,2023.946,681.7733,,chr2,204036650,204053312,+,721,ENST00000449802,NBEAL1
hsa_circ_0118971,6.046713,6.503323,,chr2,210557348,210561472,+,3933,ENST00000360351,MAP2
hsa_circ_0056072,1536.612,925.6436,,chr2,112572946,112620175,-,2545,ENST00000341068,ANAPC1
hsa_circ_0119204,3874.264,3013.311,,chr2,223464646,223493607,-,770,ENST00000281828,FARSB
hsa-circRNA12696-1,3334.427,2066.568,,chr2,128250856,128253724,-,364,ENST00000295321,IWS1
hsa_circ_0057221,121.8128,214.8104,,chr2,179472893,179480101,+,922,ENST00000456053,-
hsa-circRNA4790-19,862.5082,513.976,,chr2,216184387,216200847,+,875,ENST00000236959,ATIC
hsa_circ_0054493,448.2124,395.5244,,chr2,48059907,48060019,-,112,ENST00000402508,FBXO11
hsa_circ_0117344,831.5326,383.4482,,chr2,135878388,135884226,+,325,ENST00000264158,RAB3GAP1
hsa-circRNA12464-99,82.05912,40.21883,,chr2,37227728,37280750,-,3146,ENST00000233099,HEATR5B
hsa_circ_0056979,625.5251,400.022,,chr2,170747674,170799144,+,1767,ENST00000272793,UBR3
hsa_circ_0053036,145.8653,168.6529,,chr2,25799706,25819109,-,428,ENST00000496972,DTNB
hsa_circ_0119225,1009.985,796.1745,,chr2,224463268,224463390,-,122,ENST00000305409,SCG2
hsa_circ_0058914,131.1366,126.6086,,chr2,240896788,240961757,-,4739,ENST00000252711,NDUFA10
hsa_circ_0053075,4495.52,5164.095,,chr2,26496518,26502983,+,679,ENST00000317799,HADHB
hsa-circRNA4353-32,753.9613,446.6329,,chr2,24952369,24975025,+,995,ENST00000406961,NCOA1
hsa-circRNA4716-6,3880.902,1346.921,,chr2,183593302,183623617,+,1579,ENST00000264065,DNAJC10
hsa_circ_0058800,1438.019,2736.811,,chr2,236658997,236715975,+,512,ENST00000409457,AGAP1
hsa_circ_0007666,5.694821,33.09831,,chr2,169541832,169574488,+,6091,ENST00000305747,CERS6
hsa_circ_0118529,132.577,181.0755,,chr2,197990560,197990761,-,201,ENST00000282272,ANKRD44
hsa_circ_0120106,70.94609,175.9821,,chr2,43973004,43992865,+,19861,ENST00000282406,PLEKHH2
hsa_circ_0056589,4059.727,1772.135,,chr2,136505836,136528305,+,740,ENST00000272638,UBXN4
hsa_circ_0059095,2075.807,4408.028,,chr2,242437649,242439696,-,714,ENST00000316586,STK25
hsa_circ_0058642,2149.236,950.3424,,chr2,232010953,232030731,+,717,ENST00000308696,PSMD1
hsa_circ_0057249,1719.557,947.7138,,chr2,182783481,182787139,+,810,ENST00000431877,SSFA2
hsa_circ_0056480,3329.223,4188.958,,chr2,131805448,131851004,-,5406,ENST00000409185,FAM168B
hsa_circ_0118176,4913.13,1064.667,,chr2,17851689,17865030,-,385,ENST00000448223,SMC6
hsa-circRNA12688-35,19377.7,15233.92,,chr2,122168441,122227536,-,1604,ENST00000409078,CLASP1
hsa_circ_0056469,24627.02,21204.87,,chr2,131688524,131704208,+,433,ENST00000326016,ARHGEF4
hsa_circ_0057066,785.503,477.4307,,chr2,172644080,172666196,-,611,ENST00000422440,SLC25A12
hsa_circ_0008361,325.3242,783.4646,,chr2,61330987,61333797,+,246,ENST00000453186,KIAA1841
hsa_circ_0005845,1997.698,960.488,,chr2,232079543,232081506,+,327,ENST00000349938,ARMC9
hsa_circ_0004447,516.0757,168.2779,,chr2,46228542,46237656,+,614,ENST00000306156,PRKCE
hsa_circ_0057737,425.5445,298.3456,,chr2,201796061,201822856,-,927,ENST00000234296,ORC2
hsa-circRNA4586-16,688.5499,62.29953,,chr2,112838633,112858272,+,858,ENST00000283206,TMEM87B
hsa_circ_0121052,5.773902,13.72019,,chr2,80684869,80685896,-,1027,ENST00000466387,CTNNA2
hsa-circRNA4640-29,471.193,347.8932,,chr2,135011832,135076310,+,715,ENST00000409645,MGAT5
hsa_circ_0059047,485.8557,422.796,,chr2,242255836,242276931,+,1671,ENST00000401990,2-Sep
hsa_circ_0117860,32.54582,35.71377,,chr2,163256698,163292107,-,853,ENST00000332142,KCNH7
hsa_circ_0056999,2503.969,1830.96,,chr2,170871790,170897495,+,293,ENST00000272793,UBR3
hsa-circRNA4574-1,112.9673,160.7552,,chr2,105705441,105713782,+,610,ENST00000258455,MRPS9
hsa-circRNA4434-10,1619.755,1077.838,,chr2,48025749,48028294,+,2545,ENST00000445503,MSH6
hsa_circ_0057855,729.5979,226.1845,,chr2,203974872,204040010,+,4515,ENST00000449802,NBEAL1
